"Uid","CLUB"
83201,"club-103"
83208,"club-206"
83209,"club-117"
83210,"club-420"
83223,"club-117"
83230,"club-105"
83231,"club-105"
83238,"club-106"
83239,"club-105"
83242,"club-136"
83245,"club-109"
83246,"club-102"
83247,"club-102"
83249,"club-136"
83252,"club-136"
83253,"club-105"
83257,"club-107"
83258,"club-101"
83260,"club-109"
83262,"club-105"
83263,"club-136"
83264,"club-106"
83266,"club-101"
83268,"club-110"
83270,"club-102"
83271,"club-107"
83272,"club-101"
83273,"club-103"
83274,"club-105"
83275,"club-103"
83276,"club-101"
83277,"club-106"
83283,"club-105"
83287,"club-103"
83289,"club-110"
83291,"club-102"
83292,"club-110"
83293,"club-105"
83294,"club-107"
83296,"club-105"
83297,"club-102"
83298,"club-101"
83299,"club-102"
83300,"club-103"
83301,"club-105"
83303,"club-106"
83305,"club-136"
83307,"club-102"
83308,"club-105"
83311,"club-106"
83312,"club-103"
83319,"club-106"
83320,"club-113"
83321,"club-112"
83325,"club-112"
83329,"club-102"
83330,"club-108"
83331,"club-124"
83332,"club-102"
83334,"club-106"
83338,"club-105"
83339,"club-124"
83342,"club-105"
83347,"club-111"
83349,"club-105"
83350,"club-102"
83354,"club-124"
83362,"club-111"
83397,"club-242"
83398,"club-132"
83400,"club-102"
83402,"club-102"
83403,"club-102"
83404,"club-101"
83406,"club-113"
83409,"club-131"
83411,"club-101"
83412,"club-110"
83415,"club-101"
83417,"club-121"
83418,"club-131"
83419,"club-131"
83421,"club-131"
83423,"club-113"
83424,"club-121"
83425,"club-121"
83426,"club-113"
83430,"club-102"
83432,"club-102"
83442,"club-102"
83446,"club-121"
83447,"club-102"
83449,"club-113"
83453,"club-113"
83457,"club-131"
83459,"club-102"
83460,"club-102"
83464,"club-102"
83465,"club-121"
83468,"club-108"
83469,"club-131"
83470,"club-131"
83475,"club-131"
83477,"club-110"
83479,"club-102"
83483,"club-108"
83485,"club-131"
83498,"club-132"
83499,"club-245"
83510,"club-107"
83523,"club-102"
83525,"club-101"
83531,"club-117"
83539,"club-105"
83542,"club-219"
83543,"club-105"
83544,"club-134"
83550,"club-105"
83555,"club-402"
83557,"club-206"
83581,"club-126"
83586,"club-134"
83587,"club-106"
83594,"club-106"
83601,"club-219"
83608,"club-105"
83613,"club-103"
83614,"club-103"
83618,"club-111"
83619,"club-115"
83630,"club-107"
83631,"club-107"
83633,"club-105"
83638,"club-202"
83666,"club-402"
83678,"club-108"
83685,"club-102"
83690,"club-405"
83692,"club-108"
83693,"club-127"
83721,"club-404"
83723,"club-402"
83731,"club-128"
83735,"club-123"
83740,"club-124"
83741,"club-124"
83742,"club-105"
83743,"club-103"
83746,"club-249"
83747,"club-106"
83750,"club-124"
83752,"club-249"
83771,"club-111"
83773,"club-101"
83775,"club-101"
83776,"club-105"
83779,"club-101"
83780,"club-109"
83781,"club-101"
83785,"club-101"
83786,"club-105"
83788,"club-101"
83792,"club-245"
83802,"club-212"
83807,"club-108"
83810,"club-124"
83811,"club-110"
83815,"club-107"
83817,"club-110"
83819,"club-109"
83825,"club-119"
83826,"club-108"
83827,"club-108"
83828,"club-106"
83831,"club-132"
83834,"club-119"
83835,"club-121"
83843,"club-121"
83847,"club-106"
83857,"club-111"
83858,"club-102"
83859,"club-111"
83862,"club-106"
83863,"club-103"
83865,"club-103"
83870,"club-202"
83872,"club-111"
83873,"club-106"
83874,"club-111"
83875,"club-106"
83879,"club-111"
83880,"club-103"
83881,"club-111"
83882,"club-102"
83883,"club-202"
83891,"club-110"
83894,"club-126"
83897,"club-103"
83898,"club-102"
83900,"club-102"
83903,"club-102"
83904,"club-103"
83906,"club-102"
83908,"club-102"
83909,"club-102"
83910,"club-111"
83911,"club-110"
83913,"club-110"
83914,"club-103"
83915,"club-111"
83918,"club-111"
83945,"club-109"
83947,"club-102"
83948,"club-103"
83952,"club-105"
83953,"club-102"
83954,"club-103"
83956,"club-113"
83958,"club-115"
83959,"club-121"
83964,"club-102"
83981,"club-108"
83983,"club-114"
83984,"club-136"
83985,"club-114"
83987,"club-129"
83988,"club-117"
83989,"club-107"
83990,"club-136"
83991,"club-117"
83994,"club-137"
83998,"club-108"
83999,"club-109"
84001,"club-137"
84003,"club-114"
84005,"club-107"
84007,"club-108"
84008,"club-107"
84011,"club-114"
84012,"club-101"
84015,"club-108"
84017,"club-114"
84021,"club-137"
84022,"club-136"
84023,"club-101"
84024,"club-114"
84025,"club-114"
84028,"club-137"
84030,"club-136"
84034,"club-108"
84035,"club-137"
84038,"club-108"
84041,"club-108"
84043,"club-137"
84044,"club-114"
84048,"club-108"
84049,"club-117"
84050,"club-129"
84053,"club-136"
84054,"club-114"
84055,"club-108"
84056,"club-101"
84058,"club-114"
84060,"club-137"
84062,"club-119"
84063,"club-129"
84064,"club-137"
84065,"club-114"
84066,"club-114"
84067,"club-108"
84070,"club-108"
84071,"club-114"
84073,"club-129"
84076,"club-119"
84078,"club-101"
84080,"club-108"
84081,"club-109"
84082,"club-114"
84084,"club-136"
84085,"club-137"
84088,"club-114"
84089,"club-114"
84093,"club-136"
84099,"club-137"
84100,"club-129"
84102,"club-114"
84104,"club-114"
84112,"club-109"
84115,"club-107"
84118,"club-102"
84119,"club-209"
84121,"club-105"
84122,"club-105"
84124,"club-102"
84127,"club-108"
84128,"club-107"
84130,"club-118"
84131,"club-118"
84134,"club-209"
84135,"club-209"
84137,"club-116"
84138,"club-107"
84139,"club-107"
84140,"club-108"
84142,"club-116"
84144,"club-118"
84145,"club-209"
84146,"club-118"
84147,"club-604"
84148,"club-102"
84151,"club-107"
84156,"club-118"
84159,"club-116"
84160,"club-107"
84165,"club-107"
84167,"club-118"
84168,"club-102"
84170,"club-108"
84171,"club-102"
84172,"club-116"
84174,"club-116"
84175,"club-209"
84176,"club-106"
84181,"club-102"
84183,"club-101"
84185,"club-105"
84188,"club-105"
84190,"club-106"
84194,"club-105"
84195,"club-105"
84202,"club-402"
84206,"club-114"
84210,"club-242"
84215,"club-245"
84217,"club-245"
84226,"club-228"
84228,"club-106"
84230,"club-118"
84231,"club-121"
84233,"club-112"
84235,"club-228"
84237,"club-112"
84240,"club-228"
84242,"club-112"
84243,"club-118"
84244,"club-118"
84249,"club-116"
84251,"club-106"
84253,"club-101"
84254,"club-108"
84255,"club-228"
84257,"club-108"
84260,"club-106"
84263,"club-121"
84264,"club-118"
84265,"club-118"
84267,"club-118"
84269,"club-106"
84270,"club-108"
84274,"club-112"
84275,"club-108"
84276,"club-118"
84277,"club-101"
84278,"club-112"
84279,"club-106"
84282,"club-108"
84283,"club-116"
84285,"club-112"
84287,"club-106"
84289,"club-106"
84291,"club-112"
84293,"club-112"
84296,"club-118"
84297,"club-228"
84298,"club-228"
84300,"club-118"
84301,"club-112"
84302,"club-116"
84304,"club-112"
84305,"club-101"
84307,"club-118"
84308,"club-106"
84311,"club-121"
84315,"club-118"
84316,"club-112"
84317,"club-112"
84318,"club-101"
84319,"club-106"
84321,"club-106"
84322,"club-106"
84323,"club-228"
84324,"club-112"
84325,"club-118"
84327,"club-112"
84328,"club-228"
84329,"club-101"
84330,"club-112"
84331,"club-106"
84332,"club-112"
84338,"club-118"
84339,"club-228"
84344,"club-112"
84347,"club-106"
84348,"club-228"
84351,"club-112"
84353,"club-101"
84355,"club-118"
84356,"club-108"
84358,"club-118"
84359,"club-112"
84365,"club-112"
84366,"club-228"
84367,"club-228"
84368,"club-118"
84369,"club-108"
84370,"club-112"
84371,"club-118"
84372,"club-118"
84373,"club-101"
84377,"club-116"
84378,"club-101"
84380,"club-112"
84381,"club-112"
84384,"club-108"
84385,"club-112"
84387,"club-108"
84388,"club-112"
84390,"club-112"
84396,"club-118"
84397,"club-118"
84400,"club-106"
84404,"club-108"
84405,"club-118"
84406,"club-112"
84407,"club-118"
84408,"club-112"
84409,"club-112"
84410,"club-101"
84412,"club-118"
84413,"club-112"
84416,"club-106"
84417,"club-101"
84418,"club-101"
84421,"club-108"
84423,"club-228"
84424,"club-228"
84426,"club-228"
84430,"club-112"
84432,"club-112"
84433,"club-101"
84434,"club-118"
84443,"club-118"
84444,"club-108"
84445,"club-112"
84446,"club-112"
84447,"club-112"
84449,"club-118"
84450,"club-118"
84452,"club-112"
84454,"club-118"
84456,"club-118"
84458,"club-108"
84459,"club-118"
84460,"club-106"
84461,"club-121"
84462,"club-118"
84463,"club-118"
84467,"club-118"
84470,"club-118"
84471,"club-116"
84473,"club-108"
84475,"club-118"
84477,"club-118"
84478,"club-118"
84479,"club-112"
84480,"club-118"
84481,"club-118"
84483,"club-116"
84484,"club-106"
84485,"club-118"
84489,"club-121"
84490,"club-118"
84491,"club-106"
84501,"club-212"
84502,"club-123"
84515,"club-111"
84516,"club-111"
84517,"club-113"
84519,"club-111"
84520,"club-109"
84523,"club-112"
84528,"club-113"
84530,"club-105"
84531,"club-112"
84533,"club-102"
84536,"club-101"
84537,"club-113"
84542,"club-102"
84543,"club-106"
84548,"club-103"
84550,"club-103"
84552,"club-105"
84556,"club-108"
84561,"club-108"
84562,"club-102"
84563,"club-105"
84591,"club-105"
84594,"club-105"
84596,"club-109"
84609,"club-108"
84615,"club-106"
84616,"club-106"
84617,"club-108"
84622,"club-118"
84625,"club-101"
84626,"club-106"
84627,"club-122"
84628,"club-105"
84630,"club-108"
84631,"club-108"
84636,"club-101"
84637,"club-121"
84638,"club-108"
84640,"club-118"
84641,"club-118"
84642,"club-118"
84644,"club-108"
84645,"club-108"
84646,"club-121"
84648,"club-101"
84653,"club-108"
84654,"club-118"
84655,"club-118"
84657,"club-122"
84658,"club-122"
84659,"club-101"
84660,"club-118"
84661,"club-121"
84662,"club-121"
84663,"club-101"
84664,"club-110"
84665,"club-121"
84666,"club-108"
84668,"club-101"
84672,"club-108"
84675,"club-106"
84677,"club-122"
84682,"club-108"
84684,"club-122"
84686,"club-122"
84687,"club-108"
84690,"club-106"
84694,"club-108"
84697,"club-122"
84698,"club-108"
84699,"club-108"
84700,"club-106"
84704,"club-122"
84708,"club-118"
84715,"club-101"
84717,"club-110"
84718,"club-118"
84720,"club-108"
84721,"club-106"
84722,"club-108"
84723,"club-118"
84724,"club-108"
84727,"club-118"
84728,"club-102"
84731,"club-101"
84736,"club-106"
84737,"club-101"
84739,"club-108"
84741,"club-118"
84742,"club-122"
84744,"club-122"
84747,"club-118"
84753,"club-245"
84775,"club-108"
84777,"club-110"
84782,"club-105"
84783,"club-102"
84790,"club-102"
84809,"club-119"
84828,"club-101"
84834,"club-113"
84835,"club-109"
84836,"club-109"
84839,"club-127"
84840,"club-109"
84841,"club-106"
84842,"club-101"
84843,"club-113"
84844,"club-106"
84848,"club-102"
84849,"club-109"
84851,"club-113"
84853,"club-101"
84854,"club-249"
84856,"club-106"
84858,"club-113"
84859,"club-604"
84861,"club-102"
84866,"club-102"
84867,"club-127"
84868,"club-105"
84871,"club-106"
84872,"club-127"
84876,"club-127"
84878,"club-109"
84884,"club-106"
84889,"club-105"
84890,"club-105"
84893,"club-103"
84895,"club-103"
84897,"club-106"
84898,"club-107"
84899,"club-103"
84901,"club-103"
84905,"club-101"
84906,"club-103"
84907,"club-105"
84908,"club-103"
84910,"club-105"
84911,"club-103"
84917,"club-107"
84918,"club-102"
84921,"club-103"
84929,"club-133"
84930,"club-123"
84968,"club-403"
84981,"club-123"
84991,"club-105"
84993,"club-102"
85000,"club-121"
85003,"club-105"
85004,"club-107"
85006,"club-105"
85010,"club-107"
85011,"club-102"
85013,"club-105"
85063,"club-245"
85070,"club-123"
85072,"club-113"
85078,"club-242"
85083,"club-134"
85089,"club-410"
85095,"club-105"
85096,"club-105"
85102,"club-113"
85103,"club-101"
85105,"club-114"
85106,"club-111"
85117,"club-245"
85118,"club-123"
85126,"club-119"
85137,"club-110"
85141,"club-110"
85143,"club-126"
85149,"club-102"
85153,"club-101"
85160,"club-126"
85162,"club-101"
85164,"club-110"
85167,"club-110"
85170,"club-110"
85171,"club-101"
85172,"club-113"
85173,"club-102"
85174,"club-126"
85177,"club-126"
85178,"club-105"
85180,"club-106"
85181,"club-111"
85186,"club-604"
85190,"club-105"
85191,"club-109"
85193,"club-102"
85195,"club-122"
85197,"club-604"
85198,"club-109"
85199,"club-101"
85201,"club-102"
85203,"club-102"
85207,"club-122"
85209,"club-102"
85211,"club-109"
85212,"club-102"
85216,"club-102"
85219,"club-101"
85222,"club-107"
85225,"club-604"
85228,"club-102"
85238,"club-114"
85239,"club-102"
85240,"club-102"
85241,"club-242"
85242,"club-106"
85243,"club-102"
85246,"club-107"
85250,"club-114"
85251,"club-102"
85256,"club-114"
85258,"club-106"
85267,"club-111"
85314,"club-242"
85321,"club-125"
85340,"club-102"
85345,"club-103"
85349,"club-102"
85350,"club-102"
85351,"club-102"
85352,"club-121"
85353,"club-121"
85354,"club-103"
85355,"club-121"
85356,"club-102"
85357,"club-102"
85358,"club-102"
85360,"club-103"
85362,"club-106"
85363,"club-101"
85381,"club-123"
85388,"club-413"
85395,"club-111"
85398,"club-133"
85404,"club-102"
85405,"club-106"
85415,"club-102"
85426,"club-119"
85444,"club-111"
85448,"club-110"
85463,"club-408"
85470,"club-245"
85501,"club-126"
85509,"club-404"
85523,"club-245"
85526,"club-125"
85557,"club-403"
85560,"club-111"
85586,"club-404"
85587,"club-218"
85591,"club-137"
85593,"club-117"
85596,"club-111"
85597,"club-111"
85598,"club-106"
85599,"club-113"
85601,"club-124"
85605,"club-117"
85606,"club-107"
85608,"club-106"
85610,"club-124"
85611,"club-124"
85612,"club-111"
85614,"club-117"
85615,"club-113"
85622,"club-242"
85629,"club-123"
85633,"club-129"
85636,"club-129"
85644,"club-111"
85661,"club-408"
85672,"club-128"
85684,"club-101"
85694,"club-107"
85701,"club-103"
85707,"club-101"
85714,"club-111"
85726,"club-212"
85734,"club-108"
85735,"club-108"
85737,"club-108"
85739,"club-102"
85741,"club-102"
85744,"club-102"
85745,"club-103"
85748,"club-108"
85749,"club-108"
85751,"club-108"
85767,"club-111"
85773,"club-133"
85794,"club-125"
85796,"club-111"
85798,"club-109"
85799,"club-102"
85803,"club-135"
85805,"club-125"
85813,"club-111"
85815,"club-135"
85816,"club-111"
85819,"club-111"
85826,"club-407"
85830,"club-218"
85856,"club-123"
85861,"club-404"
85863,"club-111"
85866,"club-101"
85876,"club-408"
85880,"club-101"
85882,"club-604"
85883,"club-108"
85890,"club-402"
85899,"club-111"
85918,"club-107"
85920,"club-604"
85924,"club-105"
85927,"club-115"
85935,"club-404"
85941,"club-105"
85943,"club-111"
85980,"club-402"
85989,"club-404"
86017,"club-404"
86026,"club-111"
86030,"club-604"
86053,"club-102"
86055,"club-107"
86057,"club-105"
86059,"club-107"
86060,"club-112"
86061,"club-107"
86062,"club-107"
86063,"club-103"
86064,"club-107"
86065,"club-102"
86068,"club-106"
86069,"club-129"
86070,"club-107"
86071,"club-107"
86072,"club-129"
86073,"club-112"
86078,"club-102"
86079,"club-107"
86082,"club-102"
86084,"club-112"
86085,"club-106"
86086,"club-102"
86088,"club-129"
86091,"club-107"
86095,"club-112"
86100,"club-107"
86101,"club-107"
86102,"club-107"
86103,"club-106"
86104,"club-105"
86105,"club-105"
86108,"club-107"
86109,"club-102"
86110,"club-103"
86111,"club-103"
86112,"club-103"
86117,"club-107"
86119,"club-112"
86121,"club-102"
86123,"club-107"
86125,"club-129"
86128,"club-103"
86129,"club-112"
86130,"club-106"
86131,"club-112"
86133,"club-102"
86135,"club-129"
86137,"club-102"
86138,"club-107"
86139,"club-103"
86144,"club-125"
86145,"club-122"
86147,"club-102"
86150,"club-122"
86160,"club-103"
86161,"club-102"
86162,"club-136"
86163,"club-107"
86165,"club-136"
86166,"club-122"
86167,"club-119"
86168,"club-119"
86173,"club-119"
86175,"club-108"
86176,"club-123"
86177,"club-107"
86178,"club-107"
86181,"club-125"
86183,"club-108"
86186,"club-102"
86187,"club-102"
86188,"club-125"
86190,"club-107"
86193,"club-108"
86197,"club-123"
86199,"club-107"
86204,"club-136"
86206,"club-136"
86207,"club-108"
86215,"club-124"
86227,"club-123"
86235,"club-111"
86245,"club-108"
86279,"club-413"
86285,"club-214"
86292,"club-101"
86298,"club-105"
86309,"club-110"
86312,"club-110"
86315,"club-113"
86323,"club-105"
86324,"club-105"
86327,"club-111"
86336,"club-123"
86339,"club-245"
86340,"club-202"
86355,"club-403"
86359,"club-407"
86375,"club-123"
86377,"club-111"
86381,"club-403"
86382,"club-402"
86390,"club-109"
86391,"club-117"
86409,"club-404"
86410,"club-407"
86413,"club-245"
86435,"club-105"
86445,"club-218"
86451,"club-132"
86491,"club-111"
86492,"club-218"
86507,"club-109"
86516,"club-117"
86518,"club-111"
86519,"club-115"
86533,"club-107"
86549,"club-111"
86568,"club-107"
86574,"club-103"
86576,"club-105"
86580,"club-105"
86585,"club-107"
86590,"club-129"
86592,"club-107"
86593,"club-105"
86595,"club-113"
86596,"club-107"
86597,"club-105"
86598,"club-107"
86600,"club-105"
86602,"club-107"
86603,"club-114"
86605,"club-103"
86608,"club-103"
86609,"club-105"
86611,"club-113"
86612,"club-604"
86613,"club-114"
86615,"club-103"
86616,"club-129"
86623,"club-111"
86645,"club-123"
86660,"club-111"
86663,"club-402"
86693,"club-111"
86698,"club-117"
86726,"club-111"
86729,"club-111"
86738,"club-604"
86744,"club-242"
86745,"club-113"
86751,"club-111"
86759,"club-115"
86775,"club-129"
86778,"club-245"
86788,"club-402"
86789,"club-402"
86792,"club-604"
86801,"club-109"
86804,"club-111"
86807,"club-111"
86808,"club-242"
86809,"club-233"
86817,"club-111"
86822,"club-113"
86825,"club-249"
86834,"club-102"
86837,"club-118"
86839,"club-106"
86840,"club-101"
86841,"club-118"
86843,"club-109"
86845,"club-121"
86846,"club-118"
86848,"club-102"
86856,"club-102"
86857,"club-118"
86859,"club-118"
86861,"club-102"
86865,"club-102"
86868,"club-102"
86869,"club-102"
86870,"club-102"
86871,"club-102"
86872,"club-102"
86875,"club-109"
86876,"club-136"
86878,"club-121"
86879,"club-106"
86882,"club-109"
86883,"club-112"
86884,"club-118"
86885,"club-122"
86886,"club-121"
86889,"club-118"
86890,"club-112"
86891,"club-101"
86892,"club-101"
86893,"club-102"
86894,"club-106"
86895,"club-121"
86896,"club-102"
86901,"club-118"
86902,"club-102"
86903,"club-102"
86904,"club-102"
86905,"club-109"
86906,"club-101"
86908,"club-101"
86909,"club-102"
86912,"club-112"
86913,"club-121"
86916,"club-108"
86918,"club-109"
86921,"club-109"
86922,"club-108"
86923,"club-102"
86926,"club-121"
86927,"club-112"
86929,"club-102"
86932,"club-122"
86934,"club-101"
86937,"club-136"
86938,"club-109"
86939,"club-109"
86942,"club-112"
86943,"club-109"
86944,"club-109"
86947,"club-101"
86948,"club-106"
86950,"club-101"
86952,"club-108"
86954,"club-122"
86955,"club-122"
86956,"club-118"
86958,"club-102"
86964,"club-102"
86968,"club-109"
86976,"club-132"
86977,"club-117"
86981,"club-125"
86993,"club-119"
86999,"club-115"
87004,"club-111"
87005,"club-132"
87015,"club-605"
87023,"club-221"
87031,"club-115"
87039,"club-101"
87042,"club-103"
87046,"club-111"
87054,"club-111"
87056,"club-111"
87101,"club-111"
87102,"club-242"
87125,"club-258"
87145,"club-105"
87159,"club-108"
87178,"club-604"
87185,"club-402"
87206,"club-201"
87213,"club-402"
87214,"club-133"
87225,"club-115"
87238,"club-402"
87244,"club-501"
87245,"club-407"
87256,"club-133"
87274,"club-111"
87277,"club-105"
87280,"club-132"
87284,"club-123"
87285,"club-109"
87289,"club-107"
87291,"club-404"
87324,"club-113"
87325,"club-112"
